movie_title,plot,original_title,cast,genres,runtimes,countries,country_codes,language_codes,color_info,aspect_ratio,sound_mix,certificates,original_air_date,rating,votes,cover_url,imdbID,languages,title,year,kind,directors,writers,producers,composers,cinematographers,editors,editorial_department,casting_directors,production_designers,art_directors,set_decorators,costume_designers,make_up_department,production_managers,assistant_directors,art_department,sound_department,special_effects,visual_effects,stunts,camera_department,animation_department,casting_department,costume_departmen,location_management,music_department,script_department,transportation_department,miscellaneous,akas,writer,director,bottom_100_rank,production_companies,distributors,special_effects_companies,other_companies,budget_imdb,opening_weekend_usa_imdb,gross_usa_imdb,cumulative_worldwide_gross_imdb,original_currency_code,cast_count,directors_count,writers_count,producers_count,composers_count,cinematographers_count,editors_count,editorial_department_count,casting_directors_count,production_designers_count,art_directors_count,set_decorators_count,costume_designers_count,make_up_department_count,production_managers_count,assistant_directors_count,art_department_count,sound_department_count,special_effects_count,visual_effects_count,stunts_count,camera_department_count,animation_department_count,casting_department_count,costume_departmen_count,location_management_count,music_department_count,script_department_count,transportation_department_count,miscellaneous_count,writer_count,director_count,production_companies_count,distributors_count,special_effects_companies_count,other_companies_count,inflation_factor_2016,budget_imdb_adj_2021,opening_weekend_usa_imdb_adj_2021,gross_usa_imdb_adj_2021,cumulative_worldwide_gross_imdb_adj_2021,category,total_people,profit_adj_2021,profit_margin_adj_2021
The Shawshank Redemption,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.::Carl Schultz; Chronicles the experiences of a formerly successful banker as a prisoner in the gloomy jailhouse of Shawshank after being found guilty of a crime he did not commit. The film portrays the man's unique way of dealing with his new, torturous life; along the way he befriends a number of fellow prisoners, most notably a wise long-term inmate named Red.::J-S-Golden; After the murder of his wife, hotshot banker Andrew Dufresne is sent to Shawshank Prison, where the usual unpleasantness occurs. Over the years, he retains hope and eventually gains the respect of his fellow inmates, especially longtime convict ""Red"" Redding, a black marketeer, and becomes influential within the prison. Eventually, Andrew achieves his ends on his own terms.::Reid Gagle; Andy Dufresne is sent to Shawshank Prison for the murder of his wife and her secret lover. He is very isolated and lonely at first, but realizes there is something deep inside your body that people can't touch or get to....'HOPE'. Andy becomes friends with prison 'fixer' Red, and Andy epitomizes why it is crucial to have dreams. His spirit and determination lead us into a world full of imagination, one filled with courage and desire. Will Andy ever realize his dreams?::Andy Haque; Bank Merchant Andy Dufresne is convicted of the murder of his wife and her lover, and sentenced to life imprisonment at Shawshank prison. Life seems to have taken a turn for the worse, but fortunately Andy befriends some of the other inmates, in particular a character known only as Red. Over time Andy finds ways to live out life with relative ease as one can in a prison, leaving a message for all that while the body may be locked away in a cell, the spirit can never be truly imprisoned.::Dave Moody",The Shawshank Redemption (1994),Tim Robbins; Morgan Freeman; Bob Gunton; William Sadler; Clancy Brown; Gil Bellows; Mark Rolston; James Whitmore; Jeffrey DeMunn; Larry Brandenburg; Neil Giuntoli; Brian Libby; David Proval; Joseph Ragno; Jude Ciccolella; Paul McCrane; Renee Blaine; Scott Mann; John Horton; Gordon Greene; Alfonso Freeman; V.J. Foster; John E. Summers; Frank Medrano; Mack Miles; Alan R. Kessler; Morgan Lund; Cornell Wallace; Gary Lee Davis; Neil Summers; Ned Bellamy; Joe Pecoraro; Harold E. Cope Jr.; Brian Delate; Don McManus; Donald Zinn; Dorothy Silver; Robert Haley; Dana Snyder; John D. Craig; Ken Magee; Eugene C. DePasquale; Bill Bolender; Ron Newell; John R. Woodward; Chuck Brauchler; Dion Anderson; Claire Slemmer; James Kisicki; Rohn Thomas; Charlie Kearns; Rob Reider; Brian Brophy; Paul Kennedy; James Babson; Dennis Baker; Fred Culbertson; Richard Doone; Shane Grove; Rita Hayworth; David Hecht; Alonzo F. Jones; Gary Jones; Sergio Kato; Michael Lightsey; George Macready; Christopher Page; Neil Riddaway; Brad Spencer; Jodiviah Stepp; Mark A. Strain,Drama,142,United States,us,en,Color,1.85 : 1,Dolby Digital,"Argentina:16; Argentina:13; Australia:MA; Brazil:16; Canada:14A; Canada:13+::(Quebec); Chile:18; Denmark:15; Finland:K-16; Finland:K-15/13; Finland:K-16/13; France:Tous publics; Germany:12; Hong Kong:IIB; Hungary:16; Iceland:14; Iceland:16::(video rating); India:U::(video); India:UA::(video); India:A::(video); Ireland:15; Israel:PG; Italy:T; Japan:PG-12; Japan:G; Malaysia:18; Malaysia:(Banned); Mexico:B; Netherlands:12; New Zealand:RP16; Nigeria:12A; Norway:15::(cinema rating); Peru:14; Philippines:R-18; Philippines:R-13; Portugal:M/16::(Qualidade); Russia:16+::(video rating); Saudi Arabia:R12; Singapore:R(A); Singapore:NC-16; South Africa:13; South Africa:16; South Korea:15; South Korea:12::(cable rating); Spain:13; Sweden:15; Taiwan:R-12; Turkey:13+; United Kingdom:15; United States:TV-14::(DLV, TV Rating.); United States:R; Vietnam:C16",14 Oct 1994 (USA),9.3,2363582,"https://m.media-amazon.com/images/M/MV5BMDFkYTc0MGEtZmNhMC00ZDIzLWFmNTEtODM1ZmRlYWMwMWFmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR0,0,101,150_.jpg",0111161,English,The Shawshank Redemption,1994,movie,Frank Darabont,,Liz Glotzer; David V. Lester; Niki Marvin,Thomas Newman,Roger Deakins,Richard Francis-Bruce,Jeff Canavan; Patricia A. Galvin; David Leslie Johnson-McGoldrick; Robert C. Lusted; David Orr; Keith Shaw,Deborah Aquila,Terence Marsh; Soheil,Peter Landsdown Smith,Michael Seirton,Elizabeth McBride,Roy Bryson; Jeni Lee Dinkel; Kevin Haney; Philip Ivey; Pamela Priest; Monty Westmore,Kokayi Ampah; David V. Lester; Sue Bea Montgomery,Michael Greenwood; Thomas Schellenberg; John R. Woodward; Jesse V. Johnson,Peter Allen; Lee Lee Baird; Bob Baker; John Barbera; Earl F. Betts; Glen Blanton; Jack Evans; Barrett Fleetwood; Susan Fraley; Blair Gibeau; Chad Goodrich; Antoinette J. Gordon; Kelley A. Hankins; Carey Harris Jr.; Todd Hatfield; James Hawthorne; Robert Hawthorne; Jim Henry; Jack Hering; John M. Heuberger; Joseph A. Hodges; Alba Leone; Sebastian Milito; Scott Mizgaites; William Moore; Christopher Neely; Isidoro Raponi; Tom Shaw Jr.; Dixwell Stillman; Pete von Sholly; Paul Wells; Rhonda Yeater; John Alvin; Jim Heastings; Brent Peelor; Drew Struzan,Petra Bach; Kevin Bartnof; David Behle; Bruce Bell; Mike Boudry; Kevin Boyd; Willie D. Burton; Rick Canelli; Michael J. Cerone; Jeff Clark; Zack Davis; Marilyn Graf; Ron Grafton; Michael Herbick; Ellen Heuer; Shelley Rae Hinton; Dale Johnston; Doc Kane; Jack Keller; Larry Lester; Marvin E. Lewis; Robert J. Litt; William L. Manger; Lori Martino; Thomas J. O'Connell; Richard Oswald; Janelle Showalter; John Stacy; Elliot Tyson; Robert Ulrich; Bill Weinman; Paul J. Zydel; Vanessa Theme Ament; Jim Emswiller; Mary Jo Lang; John Roesch; Donald C. Rogers; John Soukup; Carolyn Tapp,Bob Williams,Brian Adams; Melissa Taylor,Daniel W. Barringer; Fred Culbertson; Jerry Gatlin; Mickey Guinn; Dick Hancock; A. Michael Lerner; Tom Morga; Ben Scott; Thomas J. Larsen; Tom Morga,Tim L. Amstutz; John Archibald; Robin Brown; Rex Buckingham; Keith Bunting; James J. Burke; Brian 'Buzz' Buzzelli; Don Cerrone; Jorgen Christenen; Tony Corapi; Stuart Cropley; Gerrit Dangremond; Eugene C. DePasquale; Richie Ford; Max Gerber; David Gilby; James P. Gribbins; Thomas Guidugli; Bruce Hamme; Dexter Hammett; Jim Harrington; Andy Harris; William Kingsley; Jeremy Knaster; John 'Quincy' Koenig; Bobby Mancuso; Bill Martin; Ken McCahan; Russ Milner; William Moore; William R. Nielsen Jr.; Hope A. Nielsen; Bill O'Leary; Charles Quinlivan; Judy Scarboro; Van Scarboro; Joseph Short; Jon Stinehour; Eric Swanek; Ruben Turner; S.B. Weathersby; Michael P. Weinstein; Richard A. Anderson; Robert Bender; Pat Dames; Kurt Dale Hartman; David Moenkhaus; Jon D. Morrison; Brian Powers; Eric Swanek,,Barbara Harris; D. Lynn Meyers; Adam Moyer; Brent Scarpo; Ivy Weiss; Julie Weiss; Linda Weaver,Cookie Beard; Carol Buckler; Kris Kearney; Taneia Lednicky; Donnie McFinely; Eva Prappas; Mira Zavidowsky,Kokayi Ampah; Chris Cozzi; Scott Stahler,Bill Bernstein; Julian Bratolyubov; Jim Makiej; Leslie Morris; Thomas Pasatieri; Dennis S. Sands; Bob Bornstein; Tom Boyd; Bruce Dukov; Arlene Fishbach; Dan Goldwasser; Mark Graham; Tommy Morgan; Kathy Nelson; Thomas Newman; Chas Smith; Steven L. Smith; James Thatcher,James Ellis Deakins; Sioux Richards,Robert Conrad; Fred Culbertson; William Culbertson; William P. Davis; Chick Elwell; Dick Furr; Harold Garnsey; Sally Givens; James Graham; Ray Greene; Mickey Guinn; Ronald Hogle; Neil Knoff; David Marder; Roland Maurer; Douglas Miller; Gary Mishey; Glen Murphy; Ken Nevin; Tom Park; Chuck Ramsey; Judith Reed; Scott Ruetenik; David Smith; Donald Snyder; J.D. Thomas; David Turner; Chip Vincent; Mario Simon,Therese Amadio; Kelley Baker; Robert C. Barnett; Brian Boggs; Richard Brooks Burton; Tom Cotter; Jane Estocin; Alfonso Freeman; Carlos Garcia; Edward A. Gutentag; Scott E. Hart; Beth Hickman; Anne Hilbert; Jesse V. Johnson; Michael Kelem; Jose Lopez; Ernie Malik; Frank McKeon; David McQuade; Karin Mercurio; Mark Moelter; Aaron Camm Bendigo News; Margaret J. Orlando; Ramona Diaz Sanchez; Joe Schultz; Don Speakman; Amie Tschappat; Michael Vasquez; Sophia Xixis; Robert 'Bobby Z' Zajonc; Michel Burstein; Boyce R. Doyle; Saxon Eldridge; Alan Jacques; Tom Lent; Robert 'Bobby Z' Zajonc,"Rita Hayworth and Shawshank Redemption (United States); The Prisoner (Philippines, English title); Les Évadés (France); Die Verurteilten (Germany); Cadena perpètua (Spain, Catalan title)",Stephen King; Frank Darabont,Frank Darabont,,Castle Rock Entertainment,ARP Sélection; Columbia Pictures; Columbia TriStar Films AB; Filmayer; Norsk Filmdistribusjon; Rank Film Organization; Shochiku-Fuji Company; UGC Distribution; Village Roadshow Entertainment; Warner Bros.; ci Vertriebsgemeinschaft; Argentina Video Home; Asmik Ace Entertainment; Asmik Ace Entertainment; Atlantic Film; Atlantic Film; CBS; Cecchi Gori Home Video; Columbia TriStar Home Video; Columbia TriStar Home Video; Dutch FilmWorks (DFW); Dutch FilmWorks (DFW); Dutch FilmWorks (DFW); Empire; EuroVideo; Future Film; Future Film; Guild Home Video; HBO Max; Hollywood Classic Entertainment; Home Video Hellas (HVH); ITV DVD; Laser Paradise; M6 Vidéo; Mainostelevisio (MTV3); PolyGram Video; Producciones JRB; Producciones JRB; Roadshow Entertainment Video; Sandrew Film & Teater; Sandrew Metronome Distribution; Shochiku Home Video; Shochiku; Starz!; TBS Superstation; TF1 Vidéo; TF1 Vidéo; TNT; Transeuropa Video Entertainment (TVE); Universal Pictures; Universal Pictures; Universal Pictures; VCI Distribution; Video Medien Pool (VMP); Vídeo Arte; Warner Home Video; Warner Home Video; Warner Home Video; Warner Home Video; Warner Home Video; Warner Home Video; Warner Home Video; Warner Home Video; Warner Home Video; Warner Home Video; Warner Home Video; Warner Home Vidéo; Warner Home Vídeo; Warner Home Vídeo; Yleisradio (YLE),Motion Pixel Corporation; Special Effects Unlimited,Redman Movies and Stories; Archie Comics Publications; Arlene Fishbach Enterprises; Arriflex; Bald Eagle Sound Inc.; Bossa Nova; Boston Light & Sound; Chapman/Leonard Studio Equipment; Chapman/Leonard Studio Equipment; D. Bassett & Associates; Direct Travel of California; DuArt Film and Video; Epic Soundtrax; Hammer Films; Hollywood Rental Company; International Film Guarantors; Joe Dunton & Company International; Joe Dunton & Company; La-La Land Records; Mansfield-Richland County Humane Society; Nancy Seltzer & Associates; Pacific Title; Preston Camera Systems; SDDS Sony Dynamic Digital Sound; Spectral Recording Dolby Stereo Digital; The Estate of Marilyn Monroe; The Village Recorder; Todd-AO Scoring Stage; Toronto International Film Festival; Truck Brokers; Turner Home Entertainment; Warner Hollywood Studios,25000000,727327,28699976,28817291,USD,71,1,1,3,1,1,1,6,1,2,1,1,1,6,3,4,36,39,1,2,10,50,1,7,7,3,18,2,29,36,2,1,1,70,2,32,0.617,45502431.11831443,1323805.868719611,52236747.24149108,52450271.94975689,top100,489,6947840.83144246,0.13246529661653478
The Godfather,"An organized crime dynasty's aging patriarch transfers control of his clandestine empire to his reluctant son.::Carl Schultz; The Godfather ""Don"" Vito Corleone is the head of the Corleone mafia family in New York. He is at the event of his daughter's wedding. Michael, Vito's youngest son and a decorated WW II Marine is also present at the wedding. Michael seems to be uninterested in being a part of the family business. Vito is a powerful man, and is kind to all those who give him respect but is ruthless against those who do not. But when a powerful and treacherous rival wants to sell drugs and needs the Don's influence for the same, Vito refuses to do it. What follows is a clash between Vito's fading old values and the new ways which may cause Michael to do the thing he was most reluctant in doing and wage a mob war against all the other mafia families which could tear the Corleone family apart.::srijanarora-152-448595; Michael, the young and idealistic son of Vito Corleone, the head of the most powerful Mafia clan in New York, returns home as a war hero and is determined to live his own life. But tragic circumstances make him face the legacy of his family.::fiveisforsecret; The story begins as ""Don"" Vito Corleone, the head of a New York Mafia ""family"", oversees his daughter's wedding with his wife Carmela. His beloved son Michael has just come home from the war, but does not intend to become part of his father's business. Through Michael's life the nature of the family business becomes clear. The business of the family is just like the head of the family, kind and benevolent to those who give respect, but given to ruthless violence whenever anything stands against the good of the family. Don Vito lives his life in the way of the old country, but times are changing and some don't want to follow the old ways and look out for community and ""family"". An up and coming rival of the Corleone family wants to start selling drugs in New York, and needs the Don's influence to further his plan. The clash of the Don's fading old world values and the new ways will demand a terrible price, especially from Michael, all for the sake of the family.::Charlie Ness; Vito Corleone is the aging don (head) of the Corleone Mafia Family. His youngest son Michael has returned from WWII just in time to see the wedding of Connie Corleone (Michael's sister) to Carlo Rizzi. All of Michael's family is involved with the Mafia, but Michael just wants to live a normal life. Drug dealer Virgil Sollozzo is looking for Mafia families to offer him protection in exchange for a profit of the drug money. He approaches Don Corleone about it, but, much against the advice of the Don's lawyer Tom Hagen, the Don is morally against the use of drugs, and turns down the offer. This does not please Sollozzo, who has the Don shot down by some of his hit men. The Don barely survives, which leads his son Michael to begin a violent mob war against Sollozzo and tears the Corleone family apart.::TheElfstone",The Godfather (1972),Marlon Brando; Al Pacino; James Caan; Richard S. Castellano; Robert Duvall; Sterling Hayden; John Marley; Richard Conte; Al Lettieri; Diane Keaton; Abe Vigoda; Talia Shire; Gianni Russo; John Cazale; Rudy Bond; Al Martino; Morgana King; Lenny Montana; John Martino; Salvatore Corsitto; Richard Bright; Alex Rocco; Tony Giorgio; Vito Scotti; Tere Livrano; Victor Rendina; Jeannie Linero; Julie Gregg; Ardell Sheridan; Simonetta Stefanelli; Angelo Infanti; Corrado Gaipa; Franco Citti; Saro Urzì; Chris Anastasio; Norm Bacchiocchi; Max Brandt; Tybee Brascia; Carmine Coppola; Gian-Carlo Coppola; Italia Coppola; Roman Coppola; Sofia Coppola; Don Costello; Robert Dahdah; Richard Fass; Gray Frederickson; Ron Gilbert; Anthony Gounaris; Joe Lo Grippo; Sonny Grosso; Louis Guss; Merril E. Joels; Randy Jurgensen; Tony King; Paul Lambert; Peter Lemongello; Tony Lip; Lou Martini Jr.; Raymond Martino; Joseph Medaglia; Carol Morley; Rick Petrucelli; Joe Petrullo; Burt Richards; Sal Richards; Chuck Riley; Tom Rosqui; Giacomo Rossi Stuart; Nino Ruggeri; Frank Sivero; Filomena Spagnuolo; Joe Spinell; Gabriele Torrei; Nick Vallelonga; Ed Vantura; Ron Veto; Matthew Vlahakis; Conrad Yama,Crime; Drama,175,United States,us,en; it; la,Color::(Technicolor),1.85 : 1,DTS::(re-release); Mono,Argentina:18; Argentina:16; Australia:R; Australia:MA15+; Austria:16; Brazil:14; Canada:18A; Canada:18A::(British Columbia); Canada:14A::(Manitoba); Canada:14::(Nova Scotia); Canada:AA::(Ontario); Canada:13+::(Quebec); Canada:14A::(Alberta); Chile:14; Colombia:18; Denmark:15; Finland:K-16; Finland:K-18; France:12; Hong Kong:IIB; Hungary:16; Iceland:16; India:UA; India:A; Ireland:18; Israel:PG; Italy:T; Japan:R-15; Japan:G; Mexico:C; Mexico:B15; Netherlands:16; New Zealand:R16; Nigeria:PG; Norway:15::(iTunes rating); Norway:18::(cinema rating); Peru:18; Philippines:R-18; Poland:15; Portugal:17; Portugal:M/18; Russia:16+; Saudi Arabia:PG12; Singapore:M18; South Africa:16; South Korea:18; Spain:18; Spain:16; Spain:13; Spain:14; Sweden:15; Sweden:15::(DVD and Blu-ray rating); Taiwan:R-15; United Kingdom:X; United Kingdom:15; United Kingdom:18; United States:R; West Germany:16,24 Mar 1972 (USA),9.2,1636238,"https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SY150_CR2,0,101,150_.jpg",0068646,English; Italian; Latin,The Godfather,1972,movie,Francis Ford Coppola,,Gray Frederickson; Albert S. Ruddy; Robert Evans,Nino Rota,Gordon Willis,William Reynolds; Peter Zinner,Christopher Gillaspie; Kathleen Largay; Walter Murch; Jan Yarbrough; Pierre Jalbert; Marc Laub; Barbara Marks; Maurice Schell; Murray Solomon; Jack Wheeler,Louis DiGiaimo; Andrea Eastman; Fred Roos,Dean Tavoularis,Warren Clymer,Philip Smith,Anna Hill Johnstone,Philip Leto; Phil Rhodes; Dick Smith,Fred C. Caruso; Valerio De Paolis; Ned Kopp,Paul Baxley; Tony Brandt; Fred T. Gallo; Stephen F. Kesten; Michael Rauch; Steven P. Skloot,Samuel Verts; William Canfield; Robert Hart; Robert Scaife,Charles Grenzbach; Christopher Newman; Richard Portman; Howard Beals; Steve Cook; Pierre Jalbert; Les Lazarowitz; Don MacDougall; Kitty Malone,Sass Bedig; A.D. Flowers; Joe Lombardi; Paul J. Lombardi,Kevin Chaja; Chris Clausing; Padraic Culham; Daphne Dentz; Karina Desin; Joe Dubs; Lloyd Kaplowitz; Valerie McMahon; Mike Moreno; Edgar Orlino; Cathy Quiroz; Bill Roper; Steve Sanchez,Paul Baxley; Joe Bucaro III; Anthony Caso; Harry Daley,Michael Chapman; Bill Butler; Caleb Deschanel; Russell Engels; Ed Kammerer; Edward Knott; Jim Meyerhoff; Anthony R. Palmieri; Ed Quinn; Robert Royal; Joe Rutledge; Peter Salim; Tibor Sands; Jack Stager; Edward Tonkin; Robert M. Volpe; Dusty Wallace; Robert Ward; Ray Williams,,Riccardo Bertoni,George Newman; Marilyn Putnam; Joan Joseff,Tony Bowers; Michael Briggs; Philip Procter,Carlo Savina; Carl Fortina; John C. Hammell; Tommy Johnson; Sidney Lazar; Jimmy Maxwell; Paul Salamunovich; Stephen Salamunovich; Tommy Tedesco; Albert T. Viola,,Raymond Hartwick; Frank Khoury; Charles Lazzarro; Edward Venn; Louis Volpe; John Whelan; Ed Wilson,Robert Barth; Gary Chazan; Nancy Hopton; Robert S. Mendelsohn; Peter Zinner; Johnny Crear; Rocco Derasmo; James Giblin; Sonny Grosso; Robert A. Harris; Michael Hyatt; Johnny E. Jensen; Randy Jurgensen; James C. Katz; Shari Leibowitz; Gerry Lewis; George Lynch Jr.; Richard Nelson; Howard Newman; James Ragan; Jasmine Sabu; Maurice Schell; Caleb Siler; Robert Towne,"Mario Puzo's The Godfather (United States); Godfather (Japan, English title); Mario Puzo's The Godfather (United Kingdom); Le parrain (France); Der Pate (Germany)",Mario Puzo; Francis Ford Coppola; Mario Puzo,Francis Ford Coppola,,Paramount Pictures; Alfran Productions,Paramount Pictures; Paramount British Pictures; Cinema International Corporation (CIC); Cinema International Corporation (CIC); Cinema International Corporation (CIC); Cinema International Corporation (CIC); Cinema International Corporation (CIC); Cinema International Corporation (CIC); Cinema International Corporation (CIC); Cinema International Corporation (CIC); Cinema International Corporation (CIC); Cinema International Corporation (CIC); Cinema International Corporation (CIC); Avala-Genex; Cinema International Corporation (CIC); National Broadcasting Company (NBC); Paramount Films of India; Paramount Home Video; CDI Films; Eye Film Instituut; Fathom Events; Paramount Pictures; Paramount Pictures; Paramount Pictures; Park Circus; Seven Films; Argentina Video Home; Argentina Video Home; Argentina Video Home; CIC Victor Video; CIC Victor Video; CIC Victor Video; CIC Victor Video; CIC Video; CIC Video; CIC Video; CIC Video; CIC Video; CIC Video; CIC Video; CIC Vídeo; Esselte Video; Esselte Video; Fox-Paramount Home Entertainment; Fox-Paramount Home Entertainment; Home Video Hellas (HVH); La Cinq; Mainostelevisio (MTV3); Malofilm Home Video; Nelonen; Paramount Channel; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Entertainment; Paramount Home Video; Paramount Home Video; Paramount Home Video; Paramount Home Video; Paramount Home Video; Paramount Home Video; Paramount Home Video; Paramount Home Video; Paramount Home Video; Paramount Home Video; Paramount Home Video; Paramount+; Pioneer; Pioneer; Prem'er Video Fil'm; TV2 Norge; Trifecta Entertainment and Media; Universal Pictures; Universal Sony Pictures Home Entertainment; Universal Sony Pictures Home Entertainment; VIVA; Victor Entertainment / CIC Victor Video,,ARRI; Cinemobile System; Dsire Design; Fireman's Fund Insurance Co.; International Alliance of Theatrical Stage Employees (IATSE); Motion Picture Association of America (MPAA); Motion Picture Imaging; Pro-Tek Media Preservation Services; Technicolor,6000000,302393,134966411,246120986,USD,79,1,1,3,1,1,2,10,3,1,1,1,1,3,3,6,4,9,4,13,4,19,1,1,3,3,10,1,7,24,3,1,2,93,1,9,0.174,38724137.93103449,1951651.3735632184,871076319.2701149,1588470501.5977013,top100,353,1549746363.6666667,0.9756217456401706
